s;w
7802;204
7803;162
7804;187
7805;140
7806;138
7807;186
7808;138
7809;196
7810;171
7811;156
7812;146
7813;221
7814;177
7815;136
7816;118
7817;115
7818;112
7819;203
7820;151
7821;127
7822;125
7823;176
7824;162
7825;133
7826;164
7827;142
7828;184
7829;130
7830;135
7831;192
7832;163
7833;127
7834;152
7835;152
7836;130
7837;192
7838;161
7839;146
7840;151
7841;166
7842;137
7843;137
7844;125
7845;144
7846;149
7847;163
7848;148
7849;160
7850;160
7851;155
7852;159
7853;176
7854;122
7855;120
7856;144
7857;150
7858;165
7859;144
7860;144
7861;178
7862;159
7863;138
7864;162
7865;134
7866;136
7867;155
7868;155
7869;152
7870;159
7871;129
7872;166
7873;151
7874;137
7875;166
7876;136
7877;125
7878;156
7879;126
7880;156
7881;131
7882;142
7883;187
7884;151
7885;141
7886;165
7887;139
7888;132
7889;138
7890;154
7891;133
7892;174
7893;204
7894;199
7895;173
7896;155
7897;156
7898;156
7899;156
7900;236
7901;175
7902;180
7903;144
7904;137
7905;179
7906;177
7907;122
7908;200
7909;107
7910;115
7911;171
7912;120
7913;143
7914;179
7915;125
7916;135
7917;135
7918;124
7919;156
7920;152
7921;128
7922;184
7923;124
7924;170
7925;113
7926;118
7927;170
7928;146
7929;216
7930;163
7931;146
7932;151
7933;147
7934;144
7935;126
7936;183
7937;133
7938;132
7939;174
7940;148
7941;139
7942;209
7943;141
7944;185
7945;139
7946;103
7947;149
7948;174
7949;158
7950;159
7951;158
7952;230
7953;140
7954;127
7955;133
7956;154
7957;203
7958;207
7959;138
7960;128
7961;134
7962;124
7963;141
7964;176
7965;135
7966;155
7967;172
7968;165
7969;137
7970;153
7971;185
7972;125
7973;137
7974;161
7975;164
7976;134
7977;133
7978;149
7979;145
7980;130
7981;156
7982;128
7983;137
7984;137
7985;147
7986;128
7987;176
7988;178
7989;126
7990;142
7991;243
7992;202
7993;126
7994;101
7995;131
7996;118
7997;129
7998;129
7999;174
8000;140
8001;126
8002;130
8003;162
8004;136
8005;139
8006;158
8007;124
8008;139
8009;144
8010;152
8011;142
8012;110
8013;175
8014;150
8015;129
8016;146
8017;141
8018;155
8019;167
8020;151
8021;164
8022;181
8023;181
8024;171
8025;188
8026;185
8027;196
8028;190
8029;202
8030;218
8031;211
8032;192
8033;204
8034;219
8035;224
8036;219
8037;215
8038;196
8039;204
8040;204
8041;179
8042;192
8043;188
8044;188
8045;180
8046;158
8047;158
8048;185
8049;153
8050;208
8051;176
8052;132
8053;196
8054;120
8055;154
8056;157
8057;147
8058;147
8059;157
8060;160
8061;160
8062;130
8063;214
8064;165
8065;171
8066;167
8067;169
8068;148
8069;148
8070;183
8071;183
8072;182
8073;182
8074;170
8075;200
8076;199
8077;229
8078;186
8079;175
8080;169
8081;179
8082;162
8083;169
8084;169
8085;183
8086;164
8087;172
8088;172
8089;174
8090;161
8091;176
8092;205
8093;174
8094;193
8095;193
8096;170
8097;170
8098;197
8099;195
8100;154
8101;214
8102;193
8103;175
8104;171
8105;200
8106;159
8107;154
8108;184
8109;135
8110;178
8111;127
8112;172
8113;156
8114;122
8115;200
8116;177
8117;130
8118;117
8119;226
8120;137
8121;165
8122;123
8123;156
8124;212
8125;193
8126;146
8127;250
8128;181
8129;172
8130;157
8131;127
8132;136
8133;179
8134;193
8135;193
8136;141
8137;128
8138;132
8139;147
8140;205
8141;227
8142;151
8143;181
8144;166
8145;166
8146;178
8147;110
8148;128
8149;128
8150;186
8151;117
8152;175
8153;132
8154;115
8155;93
8156;99
8157;142
8158;130
8159;183
8160;168
8161;210
8162;143
8163;191
8164;118
8165;104
8166;154
8167;188
8168;141
8169;86
8170;62
8171;68
8172;100
8173;78
8174;55
8175;41
8176;33
8177;17
8178;0
8179;0
8180;0
8181;0
8182;0
8183;0
8184;0
8185;0
8186;0
8187;0
8188;0
8189;0
8190;0
8191;0
8192;0
8193;1
8194;5
8195;2
8196;1
8197;3
8198;17
8199;47
8200;186
8201;190
8202;181
8203;170
8204;170
8205;74
8206;42
8207;41
8208;116
8209;105
8210;178
8211;211
8212;143
8213;170
8214;109
8215;234
8216;166
8217;150
8218;140
8219;89
8220;93
8221;164
8222;123
8223;157
8224;157
8225;134
8226;131
8227;204
8228;152
8229;103
8230;134
8231;189
8232;123
8233;138
8234;112
8235;153
8236;135
8237;114
8238;216
8239;157
8240;181
8241;136
8242;165
8243;181
8244;149
8245;119
8246;149
8247;146
8248;193
8249;129
8250;167
8251;157
8252;157
8253;195
8254;122
8255;142
8256;118
8257;126
8258;144
8259;135
8260;104
8261;122
8262;122
8263;129
8264;121
8265;135
8266;129
8267;114
8268;124
8269;130
8270;125
8271;134
8272;155
8273;102
8274;127
8275;124
8276;148
8277;154
8278;168
8279;111
8280;148
8281;131
8282;139
8283;110
8284;150
8285;106
8286;165
8287;163
8288;169
8289;169
8290;158
8291;168
8292;133
8293;113
8294;186
8295;161
8296;131
8297;120
8298;124
8299;152
8300;154
8301;140
8302;173
8303;145
8304;158
8305;166
8306;167
8307;155
8308;155
8309;196
8310;178
8311;162
8312;178
8313;153
8314;167
8315;143
8316;186
8317;134
8318;131
8319;118
8320;206
8321;143
8322;194
8323;134
8324;144
8325;148
8326;117
8327;117
8328;116
8329;185
8330;184
8331;113
8332;117
8333;93
8334;126
8335;126
8336;123
8337;155
8338;140
8339;126
8340;144
8341;140
8342;188
8343;182
8344;160
8345;188
8346;183
8347;187
8348;166
8349;207
8350;158
8351;184
8352;124
8353;189
8354;183
8355;180
8356;143
8357;183
8358;171
8359;166
8360;173
8361;169
8362;170
8363;161
8364;206
8365;204
8366;163
8367;203
8368;191
8369;192
8370;192
8371;206
8372;193
8373;181
8374;190
8375;166
8376;198
8377;155
8378;155
8379;159
8380;181
8381;188
8382;188
8383;196
8384;131
8385;177
8386;238
8387;183
8388;136
8389;205
8390;112
8391;176
8392;134
8393;126
8394;145
8395;167
8396;113
8397;210
8398;141
8399;118
8400;166
8401;126
8402;189
8403;160
8404;148
8405;190
8406;209
8407;161
8408;119
8409;181
8410;165
8411;174
8412;114
8413;235
8414;148
8415;171
8416;175
8417;186
8418;143
8419;170
8420;140
8421;154
8422;118
8423;139
8424;135
8425;175
8426;144
8427;144
8428;135
8429;159
8430;136
8431;230
8432;131
8433;131
8434;182
8435;154
8436;135
8437;147
8438;212
8439;166
8440;113
8441;109
8442;127
8443;199
8444;192
8445;192
8446;0
8447;0
8448;0
8449;111
8450;211
8451;211
8452;58
8453;59
8454;163
8455;114
8456;263
8457;201
8458;97
8459;88
8460;83
8461;73
8462;95
8463;81
8464;72
8465;50
8466;63
8467;88
8468;40
8469;37
8470;37
8471;74
8472;74
8473;183
8474;102
8475;104
8476;161
8477;102
8478;193
8479;121
8480;166
8481;114
8482;114
8483;117
8484;169
8485;114
8486;103
8487;158
8488;125
8489;141
8490;133
8491;134
8492;128
8493;112
8494;129
8495;132
8496;130
8497;118
8498;122
8499;120
8500;128
8501;107
8502;107
8503;82
8504;131
8505;145
8506;220
8507;220
8508;241
8509;151
8510;97
8511;112
8512;214
8513;205
8514;275
8515;212
8516;156
8517;222
8518;155
8519;139
8520;151
8521;191
8522;147
8523;178
8524;28
8525;34
8526;34
8527;230
8528;204
8529;229
8530;215
8531;179
8532;178
8533;163
8534;139
8535;143
8536;143
8537;152
8538;159
8539;133
8540;133
8541;157
8542;158
8543;161
8544;156
8545;172
8546;142
8547;160
8548;138
8549;136
8550;151
8551;127
8552;127
8553;147
8554;142
8555;163
8556;148
8557;196
8558;150
8559;117
8560;109
8561;160
8562;103
8563;136
8564;156
8565;172
8566;145
8567;178
8568;130
8569;149
8570;165
8571;162
8572;143
8573;136
8574;140
8575;179
8576;142
8577;134
8578;142
8579;121
8580;113
8581;158
8582;158
8583;133
8584;153
8585;157
8586;147
8587;147
8588;186
8589;152
8590;136
8591;143
8592;175
8593;146
8594;128
8595;163
8596;143
8597;160
8598;204
8599;166
8600;141
8601;127
8602;149
8603;174
8604;135
8605;158
8606;160
8607;139
8608;139
8609;153
8610;131
8611;154
8612;152
8613;164
8614;163
8615;168
8616;168
8617;163
8618;154
8619;137
8620;157
8621;144
8622;168
8623;195
8624;132
8625;205
8626;163
8627;134
8628;110
8629;147
8630;164
8631;123
8632;178
8633;178
8634;122
8635;209
8636;177
8637;182
8638;170
8639;158
8640;162
8641;138
8642;147
8643;169
8644;116
8645;128
8646;156
8647;156
8648;131
8649;115
8650;121
8651;137
8652;150
8653;122
8654;103
8655;170
8656;133
8657;145
8658;141
8659;136
8660;176
8661;144
8662;121
8663;130
8664;104
8665;213
8666;171
8667;141
8668;136
8669;159
8670;147
8671;144
8672;124
8673;140
8674;158
8675;180
8676;211
8677;134
8678;131
8679;150
8680;150
8681;160
8682;167
8683;129
8684;106
8685;51
8686;40
8687;82
8688;125
8689;155
8690;139
8691;141
8692;170
8693;155
8694;141
8695;133
8696;122
8697;193
8698;152
8699;154
8700;161
8701;157
8702;147
8703;135
8704;179
8705;176
8706;155
8707;165
8708;167
8709;202
8710;175
8711;268
8712;314
8713;289
8714;325
8715;331
8716;305
8717;277
8718;272
8719;225
8720;228
8721;224
8722;276
8723;161
8724;189
8725;95
8726;189
8727;246
8728;73
8729;38
8730;133
8731;222
8732;184
8733;171
8734;163
8735;111
8736;104
8737;95
8738;142
8739;117
8740;104
8741;134
8742;163
8743;136
8744;142
8745;142
8746;136
8747;144
8748;108
8749;130
8750;114
8751;142
8752;144
8753;136
8754;129
8755;136
8756;152
8757;142
8758;132
8759;124
8760;101
8761;135
8762;152
8763;153
8764;108
8765;205
8766;140
8767;106
8768;107
8769;158
8770;254
8771;254
8772;158
8773;120
8774;125
8775;102
8776;175
8777;154
8778;137
8779;144
8780;108
8781;125
8782;183
8783;181
8784;140
8785;150
8786;162
8787;163
8788;138
8789;139
8790;145
8791;154
8792;165
8793;154
8794;144
8795;146
8796;140
8797;115
8798;168
8799;140
8800;148
8801;125
8802;146
8803;128
8804;150
8805;151
8806;170
8807;159
8808;144
8809;164
8810;141
8811;147
8812;158
8813;146
8814;206
8815;143
8816;124
8817;154
8818;158
8819;239
8820;204
8821;121
8822;121
8823;148
8824;117
8825;143
8826;167
8827;156
8828;162
8829;140
8830;161
8831;165
8832;139
8833;152
8834;137
8835;181
8836;139
8837;174
8838;155
8839;126
8840;147
8841;153
8842;136
8843;146
8844;146
8845;175
8846;175
8847;131
8848;115
8849;167
8850;142
8851;131
8852;186
8853;157
8854;140
8855;151
8856;170
8857;161
8858;164
8859;127
8860;164
8861;110
8862;131
8863;178
8864;242
8865;242
8866;177
8867;124
8868;185
8869;117
8870;187
8871;113
8872;101
8873;206
8874;135
8875;161
8876;235
8877;136
8878;195
8879;180
8880;180
8881;251
8882;251
8883;172
8884;234
8885;170
8886;161
8887;193
8888;117
8889;146
8890;253
8891;161
8892;184
8893;184
8894;191
8895;188
8896;119
8897;191
8898;130
8899;113
8900;163
8901;153
8902;209
8903;174
8904;150
8905;188
8906;163
8907;128
8908;147
8909;204
8910;168
8911;168
8912;104
8913;136
8914;119
8915;189
8916;189
8917;182
8918;182
8919;138
8920;190
8921;150
8922;107
8923;177
8924;156
8925;136
8926;160
8927;139
8928;157
8929;157
8930;180
8931;136
8932;177
8933;152
8934;186
8935;152
8936;132
8937;155
8938;163
8939;163
8940;137
8941;151
8942;151
8943;142
8944;166
8945;161
8946;180
8947;173
8948;144
8949;130
8950;151
8951;144
8952;177
8953;159
8954;156
8955;143
8956;156
8957;138
8958;131
8959;137
8960;166
8961;135
8962;135
8963;124
8964;147
8965;126
8966;143
8967;128
8968;147
8969;146
8970;178
8971;169
8972;189
8973;160
8974;151
8975;147
8976;147
8977;162
8978;162
8979;130
8980;150
8981;148
8982;138
8983;209
8984;132
8985;168
8986;218
8987;129
8988;154
8989;143
8990;152
8991;150
8992;130
8993;92
8994;45
8995;92
8996;105
8997;105
8998;19
8999;118
9000;135
9001;135
9002;183
9003;212
9004;194
9005;249
9006;282
9007;206
9008;248
9009;231
9010;179
9011;167
9012;135
9013;136
9014;155
9015;152
9016;173
9017;173
9018;135
9019;178
9020;107
9021;98
9022;173
9023;132
9024;110
9025;172
9026;134
9027;160
9028;145
9029;157
9030;158
9031;168
9032;123
9033;163
9034;140
9035;141
9036;190
9037;177
9038;185
9039;182
9040;152
9041;142
9042;179
9043;172
9044;143
9045;194
9046;169
9047;157
9048;233
9049;183
9050;231
9051;185
9052;180
9053;124
9054;188
9055;161
9056;128
9057;212
9058;156
9059;187
9060;135
9061;114
9062;190
9063;121
9064;174
9065;175
9066;175
9067;150
9068;110
9069;223
9070;148
9071;126
9072;199
9073;167
9074;130
9075;150
9076;156
9077;179
9078;181
9079;155
9080;162
9081;179
9082;178
9083;178
9084;198
9085;149
9086;171
9087;152
9088;129
9089;172
9090;166
9091;157
9092;167
9093;167
9094;154
9095;169
9096;151
9097;110
9098;157
9099;176
9100;152
9101;168
9102;191
9103;146
9104;145
9105;164
9106;135
9107;145
9108;162
9109;150
9110;118
9111;93
9112;118
9113;143
9114;143
9115;70
9116;94
9117;76
9118;62
9119;125
9120;184
9121;192
9122;192
9123;178
9124;179
9125;211
9126;184
9127;198
9128;200
9129;167
9130;164
9131;174
9132;155
9133;153
9134;156
9135;140
9136;154
9137;151
9138;204
9139;168
9140;142
9141;211
9142;156
9143;175
9144;168
9145;147
9146;140
9147;194
9148;188
9149;162
9150;177
9151;151
9152;184
9153;188
9154;158
9155;164
9156;146
9157;186
9158;148
9159;119
9160;157
9161;140
9162;163
9163;163
9164;125
9165;148
9166;212
9167;193
9168;153
9169;122
9170;159
9171;72
9172;71
9173;106
9174;153
9175;118
9176;44
9177;16
9178;126
9179;129
9180;213
9181;197
9182;196
9183;169
9184;218
9185;164
9186;223
9187;213
9188;180
9189;207
9190;161
9191;200
9192;129
9193;76
9194;83
9195;83
9196;81
9197;80
9198;80
9199;95
9200;95
9201;188
9202;188
9203;163
9204;131
9205;121
9206;119
9207;129
9208;155
9209;112
9210;112
9211;99
9212;114
9213;120
9214;102
9215;76
9216;67
9217;69
9218;70
9219;74
9220;63
9221;50
9222;51
9223;67
9224;71
9225;66
9226;48
9227;73
9228;138
9229;171
9230;78
9231;165
9232;152
9233;129
9234;17
9235;123
9236;133
9237;38
9238;15
9239;15
9240;15
9241;184
9242;60
9243;17
9244;24
9245;24
9246;24
9247;161
9248;118
9249;95
9250;115
9251;106
9252;129
9253;184
9254;93
9255;99
9256;154
9257;142
9258;133
9259;83
9260;61
9261;0
9262;0
9263;0
9264;0
9265;2
9266;144
9267;144
9268;252
9269;252
9270;250
9271;103
9272;47
9273;158
9274;158
9275;202
9276;222
9277;230
9278;228
9279;236
9280;209
9281;172
9282;135
9283;133
9284;191
9285;134
9286;126
9287;119
9288;117
9289;110
9290;74
9291;31
9292;31
9293;0
9294;0
9295;0
9296;13
9297;272
9298;291
9299;252
9300;225
9301;270
9302;266
9303;235
9304;169
9305;144
9306;123
9307;83
9308;101
9309;111
9310;102
9311;91
9312;111
9313;111
9314;111
9315;98
9316;106
9317;103
9318;127
9319;121
9320;149
9321;109
9322;131
9323;159
9324;166
9325;149
9326;118
9327;124
9328;111
9329;124
9330;123
9331;134
9332;143
9333;111
9334;110
9335;114
9336;110
9337;95
9338;109
9339;116
9340;103
9341;127
9342;114
9343;107
9344;111
9345;104
9346;100
9347;89
9348;93
9349;130
9350;131
9351;141
9352;135
9353;123
9354;135
9355;129
9356;129
9357;143
9358;119
9359;155
9360;210
9361;178
9362;184
9363;253
9364;214
9365;183
9366;183
9367;228
9368;202
9369;137
9370;137
9371;77
9372;77
9373;2
9374;2
9375;2
9376;92
9377;170
9378;142
9379;308
9380;304
9381;215
9382;142
9383;169
9384;208
9385;167
9386;223
9387;200
9388;168
9389;120
9390;139
9391;123
9392;134
9393;116
9394;139
9395;127
9396;147
9397;172
9398;192
9399;189
9400;143
9401;222
9402;169
9403;129
9404;254
9405;143
9406;210
9407;166
9408;193
9409;183
9410;179
9411;121
9412;180
9413;78
9414;61
9415;182
9416;95
9417;80
9418;92
9419;32
9420;79
9421;62
9422;62
9423;45
9424;68
9425;210
9426;235
9427;235
9428;200
9429;93
9430;129
9431;97
9432;212
9433;244
9434;285
9435;140
9436;85
9437;153
9438;180
9439;180
9440;210
9441;140
9442;131
9443;186
9444;186
9445;236
9446;182
9447;178
9448;119
9449;134
9450;205
9451;138
9452;172
9453;151
9454;139
9455;208
9456;194
9457;228
9458;196
9459;207
9460;193
9461;127
9462;141
9463;199
9464;127
9465;140
9466;128
9467;199
9468;191
9469;201
9470;156
9471;230
9472;139
9473;135
9474;134
9475;186
9476;168
9477;172
9478;172
9479;173
9480;130
9481;108
9482;145
9483;191
9484;156
9485;165
9486;176
9487;157
9488;175
9489;161
9490;161
9491;214
9492;187
9493;141
9494;135
9495;127
9496;162
9497;162
9498;154
9499;151
9500;131
9501;144
9502;135
9503;159
9504;148
9505;131
9506;131
9507;143
9508;134
9509;176
9510;115
9511;158
9512;163
9513;163
9514;136
9515;151
9516;172
9517;137
9518;180
9519;138
9520;115
9521;185
9522;162
9523;149
9524;164
9525;169
9526;156
9527;153
9528;158
9529;138
9530;186
9531;156
9532;147
9533;175
9534;154
9535;122
9536;134
9537;147
9538;141
9539;143
9540;167
9541;147
9542;166
9543;152
9544;169
9545;152
9546;146
9547;146
9548;169
9549;147
9550;164
9551;155
9552;236
